"parameter","species","mean","lower","upper","prob_pos","prob_neg"
"dist","PYNU",-0.318931616716142,-0.917815638176855,0.210051529674815,0.1745,0.8255
"dist","RBNU",-1.11138762476931,-1.39813138955211,-0.863606028705313,0,1
"dist","RBSA",-0.573614572330242,-1.02142723796672,-0.0740770785292517,0.0165,0.9835
"dist","RCSP",0.257338628539515,-0.526093232879554,1.00176957348519,0.705,0.295
"dist","RECR",0.102964965615972,-0.463384332833234,0.645562754245846,0.6275,0.3725
"dist","ROWR",0.435561010792239,0.0183951081209282,0.876910544762832,0.957,0.043
"dist","SOGR",0.699707073692506,0.082787163915645,1.27497784588442,0.97,0.03
"dist","SOSP",0.091212675914633,-0.342094046998351,0.511229335582307,0.641,0.359
"dist","SPTO",-0.0618500627499709,-0.264958525479551,0.144537936878654,0.32,0.68
"dist","STJA",-0.569611536261946,-0.827434539964516,-0.317048632757435,0,1
"dist","TOSO",-0.4434332864015,-0.793955493394414,-0.129829560321869,0.0145,0.9855
"dist","VASW",-0.0352282284020109,-0.834874521745679,0.749040742485715,0.456,0.544
"dist","WAVI",-0.629670451022394,-0.925855966985438,-0.302139298875615,5e-04,0.9995
"dist","WBNU",0.331666486933127,-0.0229536468254864,0.654960069150617,0.9455,0.0545
"dist","WEBL",0.495450085225026,0.124969660451541,0.848527079989438,0.9885,0.0115
"dist","WESJ",-0.203421436396652,-0.69763748451601,0.326913584235935,0.246,0.754
"dist","WETA",-0.91927693573183,-1.21152081480915,-0.667683151297325,0,1
"dist","WEWP",0.180806943686428,-0.0573075380305268,0.428924614419705,0.8925,0.1075
"dist","WHWO",-0.614647079919139,-0.890396271443312,-0.261687114485393,0,1
"dist","WIWA",-0.250835338447312,-0.675619613757245,0.18653251718792,0.157,0.843
"dist","WREN",-0.103772533827843,-0.690615999888098,0.422134263003643,0.3735,0.6265
"dist","YEWA",0.0136167911970083,-0.28323706700012,0.329518016741764,0.532,0.468
"dist","YRWA",-0.525888553605172,-0.856544110733993,-0.184314467751615,0.006,0.994
"dist","CALT",-0.040654455720811,-0.725046929969194,0.595781546162848,0.4565,0.5435
"dist","CLNU",-0.454510051091663,-1.2016514396013,0.227045236238579,0.1475,0.8525
"dist","RWBL",-0.203921698217535,-0.800846723564692,0.415957979118666,0.296,0.704
"dist","WISA",-0.638062986585228,-1.28069104180044,-0.0412929886405678,0.0425,0.9575
"dist","BESP",-0.126216441457308,-1.00635758369053,0.707342516017759,0.404,0.596
"dist","AMGO",0.0879849486792256,-0.757240639815057,0.868174814443575,0.5595,0.4405
"dist","OATI",-0.249570209474449,-1.09765844757434,0.512702579204293,0.305,0.695
"dist","VESP",0.162644125030985,-0.636784732567887,0.963574913972047,0.636,0.364
"dist","YBCH",-0.14378098656726,-1.05117875130093,0.632380086038148,0.389,0.611
"dist","MWCS",-0.670594122082464,-1.34593066513664,0.0496568525163251,0.055,0.945
"dy","ACWO",-0.230899773496314,-0.480393060538086,0.0402194266916818,0.071,0.929
"dy","AMRO",-0.15699962544488,-0.440405471753177,0.086185096603961,0.1625,0.8375
"dy","ANHU",-0.0371868292360869,-0.317654847742809,0.247981376409884,0.422,0.578
"dy","ATFL",-0.158619005464167,-0.54047934211134,0.272112523188586,0.25,0.75
"dy","BBWO",-0.124562770487755,-0.533783167502686,0.253416564159021,0.3135,0.6865
"dy","BCSP",-0.0438728213813429,-0.423487790801038,0.389964542809148,0.4235,0.5765
"dy","BEWR",-0.167395508253429,-0.414782947458958,0.110763052711746,0.1445,0.8555
"dy","BGGN",-0.227288079125321,-0.523164477079108,0.0724741568809602,0.1015,0.8985
"dy","BHCO",-0.0622815607525845,-0.313042056789431,0.212551639213344,0.339,0.661
"dy","BHGR",0.127922888734367,-0.106035910424411,0.334948031018729,0.838,0.162
"dy","BRBL",-0.047905393356975,-0.458994945524161,0.340278119488905,0.4195,0.5805
"dy","BRCR",0.121813523259828,-0.14059899364985,0.411861868417042,0.77,0.23
"dy","BRSP",0.088929060611229,-0.275947831812256,0.447939909996697,0.657,0.343
"dy","BTPI",-0.187884490564852,-0.529762430507852,0.180500823573293,0.199,0.801
"dy","BTYW",0.166801753398686,-0.0662693739392209,0.435373472844605,0.8595,0.1405
"dy","BUOR",-0.143082351552074,-0.54512331464856,0.258165759058708,0.2865,0.7135
"dy","BUSH",-0.0183905901989307,-0.406393260078511,0.359983240336021,0.463,0.537
"dy","CAFI",-0.187863109456344,-0.448397245215718,0.0683536964304929,0.1225,0.8775
"dy","CAHU",0.0254001456174393,-0.321532420197986,0.407830194639683,0.5465,0.4535
"dy","CANW",-0.0936882597980429,-0.499480633745807,0.280052435010993,0.3495,0.6505
"dy","CAQU",-0.0950647149205777,-0.43553195784203,0.249779665548744,0.3325,0.6675
"dy","CAVI",0.0699839234127941,-0.192590577938325,0.352876235450197,0.666,0.334
"dy","CBCH",0.0660481894562966,-0.291834854453009,0.458516337215597,0.6115,0.3885
"dy","CHSP",0.0042101119213851,-0.237816470003591,0.245202912895128,0.5105,0.4895
"dy","DEJU",0.0346874842147073,-0.166963105442584,0.245518014554951,0.612,0.388
"dy","DOWO",-0.0873888441296348,-0.50382555286475,0.306175778749345,0.352,0.648
"dy","DUFL",0.138465543419343,-0.0774932931673408,0.373015385762849,0.858,0.142
"dy","EUST",-0.0781141276884857,-0.476890095043644,0.350107465912643,0.3765,0.6235
"dy","EVGR",0.0451036999594286,-0.275390206076936,0.418045648149874,0.592,0.408
"dy","FOSP",0.0529466230039106,-0.272941644252097,0.300052838703513,0.623,0.377
"dy","GCKI",-0.270138287571315,-0.579675796665655,0.0763684725198646,0.078,0.922
"dy","GRFL",0.0690516777828178,-0.302120884268065,0.427042642416846,0.6175,0.3825
"dy","GTTO",-0.263508773213971,-0.500758968514195,0.0140848083316545,0.049,0.951
"dy","HAFL",-0.112808727753956,-0.503581075705266,0.238320778856553,0.316,0.684
"dy","HAWO",-0.302860557166507,-0.528759141302065,-0.0687178724416057,0.0175,0.9825
"dy","HETH",0.0201814014426204,-0.344629576564774,0.374989753649255,0.5265,0.4735
"dy","HEWA",-0.158294547672159,-0.434314609231923,0.120333370956434,0.1845,0.8155
"dy","HOFI",-0.03783739738929,-0.431808191222292,0.33440759534452,0.426,0.574
"dy","HOWR",-0.00339904351261018,-0.183290426524519,0.193441528752039,0.4865,0.5135
"dy","HUVI",0.308498532708484,-0.00138751206183998,0.630472999557176,0.947,0.053
"dy","LAGO",0.110658680020796,-0.213164983632179,0.450101154738841,0.708,0.292
"dy","LASP",-0.00270879036687233,-0.402244899399145,0.386224053294586,0.4985,0.5015
"dy","LAZB",0.0460068833127245,-0.110968537482955,0.202101113154402,0.681,0.319
"dy","LEGO",0.140973469252442,-0.132184065792377,0.417535428103368,0.8125,0.1875
"dy","LEWO",0.0129688746306152,-0.3912680761745,0.37357170836128,0.5175,0.4825
"dy","LISP",-0.199910453362978,-0.529207591972912,0.136656288004988,0.16,0.84
"dy","MGWA",-0.0165529793857407,-0.29471608668102,0.255814003574216,0.4745,0.5255
"dy","MOBL",-0.307821666197057,-0.621714216632388,-0.0158748184069593,0.0475,0.9525
"dy","MOCH",-0.136776121106514,-0.40143399056004,0.10912584067006,0.189,0.811
"dy","MODO",0.0705280706245125,-0.233363612803266,0.369306623123653,0.65,0.35
"dy","MOUQ",0.00944087752164706,-0.272248923177042,0.31187090935666,0.5495,0.4505
"dy","NAWA",0.269103968266364,-0.0305668331089765,0.553384109840105,0.9325,0.0675
"dy","NOFL",-0.0288136113425231,-0.272900443142049,0.197490362836795,0.4285,0.5715
"dy","NUWO",0.0450568702426529,-0.336428085078364,0.411051493263728,0.5715,0.4285
"dy","OSFL",-0.401090711539213,-0.653740740177273,-0.147899349237095,0.0025,0.9975
"dy","PAWR",0.0176461169977955,-0.360665837878702,0.43023467756196,0.527,0.473
"dy","PIGR",-0.0547090290408176,-0.447803494504422,0.4041476228449,0.4,0.6
"dy","PISI",-0.154599556181126,-0.459132044745055,0.19214889851027,0.2095,0.7905
"dy","PIWO",-0.181982466445826,-0.539245661398907,0.242340760726912,0.226,0.774
"dy","PSFL",0.00878186778344697,-0.374303478352832,0.369232629175458,0.518,0.482
"dy","PUFI",-0.0627866338575507,-0.309666036049282,0.214057003008966,0.347,0.653
"dy","PYNU",-0.0862132797836845,-0.4527204606422,0.295371526734439,0.362,0.638
"dy","RBNU",0.168701604135112,-0.0435728767282532,0.39630553340308,0.89,0.11
"dy","RBSA",-0.145005465863664,-0.504875460679089,0.234082100464511,0.258,0.742
"dy","RCSP",-0.0934255530926866,-0.503028129575286,0.318038968840651,0.358,0.642
"dy","RECR",-0.0623272741534193,-0.423267721381208,0.312840760079822,0.406,0.594
"dy","ROWR",-0.155817401734335,-0.568568916881332,0.212678564737214,0.254,0.746
"dy","SOGR",-0.193887067406356,-0.570163736536399,0.206291241526793,0.199,0.801
"dy","SOSP",0.00798853459463884,-0.318809153516632,0.364183796619044,0.5105,0.4895
"dy","SPTO",0.30336912991643,0.104640024200734,0.48674383867166,0.9935,0.00649999999999995
"dy","STJA",-0.441391998611702,-0.739349345852883,-0.132208097006691,0.006,0.994
"dy","TOSO",0.137350728829138,-0.197565912866783,0.433632655854523,0.7555,0.2445
"dy","VASW",-0.0617725159866102,-0.458809419907688,0.349333738315579,0.404,0.596
"dy","WAVI",-0.236547086284651,-0.514373439649835,0.0419428928344952,0.0775,0.9225
"dy","WBNU",-0.207448409782951,-0.512792490434951,0.106248046492879,0.132,0.868
"dy","WEBL",-0.229089633618693,-0.505779956940371,0.0931042750015816,0.101,0.899
"dy","WESJ",0.121409272601452,-0.170342829061153,0.44038993782588,0.76,0.24
"dy","WETA",0.00366970074107447,-0.239421942184958,0.236885443610603,0.524,0.476
"dy","WEWP",-0.515840755516774,-0.781106051007528,-0.265239889755012,0,1
"dy","WHWO",-0.257751874043767,-0.541873671842255,0.0210417353348804,0.066,0.934
"dy","WIWA",0.0293562180056079,-0.276982431584294,0.401347162562144,0.5485,0.4515
"dy","WREN",-0.0172582723136979,-0.376643194496326,0.300210479746509,0.481,0.519
"dy","YEWA",0.140095961127576,-0.113655342798223,0.408568768721188,0.818,0.182
"dy","YRWA",0.154615567662655,-0.157091074739218,0.455787887353131,0.791,0.209
"dy","CALT",-0.0647225510544553,-0.415388284477602,0.343093248594354,0.3915,0.6085
"dy","CLNU",-0.0518253382674155,-0.456710152889693,0.339260873567058,0.4085,0.5915
"dy","RWBL",-0.0366158473773787,-0.429112178425972,0.363981845979074,0.4195,0.5805
"dy","WISA",0.160451807585241,-0.212062761786299,0.558546650136269,0.7545,0.2455
"dy","BESP",-0.0415174870371034,-0.423272421757687,0.370466149394339,0.438,0.562
"dy","AMGO",-0.0750707647136519,-0.518070341976365,0.30733713099618,0.3805,0.6195
"dy","OATI",-0.145421549358504,-0.511462272957445,0.205659802199753,0.254,0.746
"dy","VESP",-0.00996061976034388,-0.383423059381341,0.416004031408323,0.477,0.523
"dy","YBCH",-0.0426185640419675,-0.468435962317245,0.407125978536779,0.432,0.568
"dy","MWCS",-0.00716015218409654,-0.407192800938609,0.434660444677941,0.4755,0.5245
"patch","ACWO",0.00912643709478398,-0.349831149657319,0.376838967596187,0.52,0.48
"patch","AMRO",-0.201510906453329,-0.556021784684455,0.139032531299396,0.175,0.825
"patch","ANHU",0.114260123945143,-0.282376075541677,0.496638919393253,0.6865,0.3135
"patch","ATFL",-0.0474098162588431,-0.476302878683861,0.428823971630769,0.4345,0.5655
"patch","BBWO",-0.0277108392526096,-0.416578528092197,0.35938665943577,0.448,0.552
"patch","BCSP",-0.0381332848023181,-0.520209278182896,0.461737678581809,0.441,0.559
"patch","BEWR",-0.01439332135162,-0.401540819199762,0.399660943441563,0.4665,0.5335
"patch","BGGN",0.0157106273311962,-0.41375072203736,0.365095374640687,0.522,0.478
"patch","BHCO",0.333830473154563,-0.0288472935815985,0.744975871882858,0.9305,0.0695
"patch","BHGR",0.17911932128367,-0.0658041729439677,0.420751823309764,0.873,0.127
"patch","BRBL",-0.0416959672492246,-0.451668459125767,0.411341060907123,0.427,0.573
"patch","BRCR",-0.300964712972748,-0.569013050946908,0.0284413023682188,0.0525,0.9475
"patch","BRSP",0.0737648721570145,-0.384146944775967,0.555134738063838,0.595,0.405
"patch","BTPI",-0.0159685092876404,-0.41621696062029,0.423271166746036,0.479,0.521
"patch","BTYW",-0.185293670683705,-0.513116001863343,0.178053339712767,0.1905,0.8095
"patch","BUOR",-0.0829635791153364,-0.507078785936848,0.387244283984907,0.373,0.627
"patch","BUSH",0.0443506943633348,-0.397224676573563,0.492719829412205,0.566,0.434
"patch","CAFI",-0.00988046907449503,-0.279842505905752,0.285513464636005,0.476,0.524
"patch","CAHU",0.218517705258156,-0.169813511304403,0.613550893107494,0.823,0.177
"patch","CANW",-0.166324492884342,-0.615107011387869,0.278659471736261,0.273,0.727
"patch","CAQU",0.32385367125213,-0.14789583118189,0.788305677007933,0.874,0.126
"patch","CAVI",-0.32323951438349,-0.631302574353285,-0.0106041844387585,0.04,0.96
"patch","CBCH",-0.161716135666628,-0.634355860125549,0.258746033691259,0.2865,0.7135
"patch","CHSP",0.0861330559259016,-0.254514700287141,0.432924844773416,0.6535,0.3465
"patch","DEJU",-0.0624994032201545,-0.413122494965147,0.232961247503971,0.378,0.622
"patch","DOWO",-0.0840355147351049,-0.5010326825259,0.318216277861198,0.368,0.632
"patch","DUFL",0.0700144249535892,-0.212221381625772,0.365845118199466,0.653,0.347
"patch","EUST",0.174459276688188,-0.303480456029706,0.630960215509732,0.7235,0.2765
"patch","EVGR",-0.26797459479646,-0.597619337148787,0.117782117859835,0.103,0.897
"patch","FOSP",0.0497391999467674,-0.307951688057515,0.343127020161391,0.6115,0.3885
"patch","GCKI",-0.28508144057462,-0.650523829265495,0.0302947489393865,0.084,0.916
"patch","GRFL",-0.0064473295592125,-0.444384598756705,0.358773707688489,0.48,0.52
"patch","GTTO",-0.0185734647771227,-0.347877997369637,0.297752983724997,0.46,0.54
"patch","HAFL",-0.147663032413028,-0.533163713148332,0.217667494074196,0.264,0.736
"patch","HAWO",-0.184671148581941,-0.424532724479425,0.0940375052599949,0.1205,0.8795
"patch","HETH",0.0281850582747224,-0.362773915528928,0.402213003056442,0.5405,0.4595
"patch","HEWA",-0.334682940704905,-0.658782641013191,-0.0553304134359349,0.0315,0.9685
"patch","HOFI",-0.179398344408028,-0.654100765558168,0.254018176382925,0.2535,0.7465
"patch","HOWR",0.25536198191734,-0.0118780853027884,0.49937356464643,0.949,0.051
"patch","HUVI",-0.409156315330269,-0.776759718253372,-0.0392419385600927,0.0315,0.9685
"patch","LAGO",-0.174789000439464,-0.502798612714776,0.138892043157381,0.191,0.809
"patch","LASP",0.0108505133306778,-0.426305571870989,0.482844440379503,0.507,0.493
"patch","LAZB",0.271317584535153,0.0140933146695537,0.529968571165531,0.96,0.04
"patch","LEGO",-0.0781436464547636,-0.408833993062207,0.287348127092955,0.352,0.648
"patch","LEWO",0.110083386604125,-0.343766623719358,0.554793374664532,0.651,0.349
"patch","LISP",0.0457864983924244,-0.372635164973217,0.456354427590874,0.557,0.443
"patch","MGWA",-0.0288166468015361,-0.346827087574335,0.308438887254878,0.4505,0.5495
"patch","MOBL",0.199611645237951,-0.132434531067567,0.524212679573663,0.8335,0.1665
"patch","MOCH",-0.362076385679197,-0.678294511526167,-0.0481081434986001,0.0285,0.9715
"patch","MODO",0.194880222677759,-0.16692318145318,0.520477344695913,0.824,0.176
"patch","MOUQ",-0.217740522376149,-0.598464453113619,0.109796169233254,0.15,0.85
"patch","NAWA",0.168212963684013,-0.145225852711954,0.464385181240793,0.8285,0.1715
"patch","NOFL",-0.0026137377941039,-0.281076215015992,0.265385886820647,0.4845,0.5155
"patch","NUWO",0.077020028814751,-0.382175262431954,0.555996568372413,0.6035,0.3965
"patch","OSFL",-0.142474103405933,-0.428424412831972,0.138992619682915,0.2005,0.7995
"patch","PAWR",-0.165577184281164,-0.571341884374727,0.289569835937089,0.2725,0.7275
"patch","PIGR",0.0641165546909531,-0.422497113845752,0.50498884871528,0.5895,0.4105
"patch","PISI",0.0408859407257121,-0.274255749881707,0.414484723466598,0.578,0.422
"patch","PIWO",-0.0980162611238241,-0.505878019924895,0.330006582510896,0.35,0.65
"patch","PSFL",0.0702593125878674,-0.306202075902967,0.431431149260054,0.616,0.384
"patch","PUFI",-0.0388988728455418,-0.390390623756237,0.300962757267684,0.419,0.581
"patch","PYNU",-0.144941167467764,-0.560777483499387,0.267590787616062,0.2885,0.7115
"patch","RBNU",-0.474617639134435,-0.7852250589548,-0.130428470453384,0.0045,0.9955
"patch","RBSA",-0.147526636505936,-0.54609438388468,0.218129397110133,0.2535,0.7465
"patch","RCSP",0.0796433940857813,-0.374718942759451,0.577130214984763,0.601,0.399
"patch","RECR",0.0110528983372766,-0.419548125583699,0.415958795459968,0.521,0.479
"patch","ROWR",0.324126098970448,-0.0780240596210548,0.761688609211176,0.8965,0.1035
"patch","SOGR",0.0449789744812494,-0.39939588649062,0.46388123114467,0.5515,0.4485
"patch","SOSP",0.0688634875235469,-0.34880893082728,0.483017010335761,0.6095,0.3905
"patch","SPTO",0.0404726038911857,-0.249368668454776,0.349831117832551,0.578,0.422
"patch","STJA",-0.288316589876242,-0.650639910083976,0.00787109702296124,0.0665,0.9335
"patch","TOSO",-0.134755520289701,-0.489386545589152,0.244017208889227,0.2865,0.7135
"patch","VASW",0.0335163282886821,-0.427690394828607,0.501842906274897,0.5425,0.4575
"patch","WAVI",0.113434582456339,-0.26994681066933,0.432216508711287,0.701,0.299
"patch","WBNU",-0.277378079712043,-0.633264329695054,0.058332855798553,0.091,0.909
"patch","WEBL",0.235928804577576,-0.125419056308317,0.576535084534672,0.8735,0.1265
"patch","WESJ",0.0551605499966545,-0.367280376515089,0.425503743676955,0.5925,0.4075
"patch","WETA",-0.274222537128835,-0.596831328972536,0.0490818632821673,0.076,0.924
"patch","WEWP",-0.444874420000551,-0.733049656610784,-0.132263276782528,0.0065,0.9935
"patch","WHWO",-0.344460092349341,-0.640903673814011,-0.0133112524444878,0.0315,0.9685
"patch","WIWA",0.0325732924554694,-0.346833953426444,0.422672343928704,0.5585,0.4415
"patch","WREN",-0.112605527923267,-0.526553906849418,0.339972841232076,0.346,0.654
"patch","YEWA",0.0370512175482283,-0.336048311853764,0.380429864083875,0.5645,0.4355
"patch","YRWA",-0.346327720645805,-0.661679443910067,0.00222486891273426,0.0395,0.9605
"patch","CALT",-0.183985304046664,-0.571628818083515,0.263868311023252,0.2355,0.7645
"patch","CLNU",0.0319494591032529,-0.440648201837434,0.548385178476923,0.5395,0.4605
"patch","RWBL",-0.0741023564671728,-0.553255125493241,0.387363604550488,0.3895,0.6105
"patch","WISA",-0.0705112165833269,-0.520712712795297,0.381288906083176,0.3925,0.6075
"patch","BESP",-0.0364616461053231,-0.530317081673613,0.399022811116471,0.438,0.562
"patch","AMGO",-0.0887026620507175,-0.557728926344559,0.373973606753427,0.3825,0.6175
"patch","OATI",-0.0802318600765496,-0.542081052914431,0.382638863870405,0.378,0.622
"patch","VESP",-0.0024486849625119,-0.531301974690822,0.402815841960292,0.504,0.496
"patch","YBCH",-0.0341423494680018,-0.506577573664711,0.43117057244661,0.4435,0.5565
"patch","MWCS",-0.0786235329135596,-0.561614421960302,0.330311343243961,0.382,0.618
"py","ACWO",-0.0439013212750052,-0.403898917037777,0.285351421168996,0.4205,0.5795
"py","AMRO",0.231113228114624,-0.124576208914054,0.606468586446523,0.8545,0.1455
"py","ANHU",0.162729202965603,-0.276209752857599,0.540973542011297,0.7415,0.2585
"py","ATFL",-0.372341430541719,-0.790639835774647,0.0818279469331626,0.069,0.931
"py","BBWO",0.0335435656531436,-0.400384368749185,0.469997879316161,0.543,0.457
"py","BCSP",-0.0410330242381525,-0.53508097709382,0.418487327497433,0.453,0.547
"py","BEWR",-0.0311238939888155,-0.35699914898063,0.295525434118413,0.44,0.56
"py","BGGN",0.124857351875867,-0.255373773736956,0.461214664653479,0.7195,0.2805
"py","BHCO",0.0110083309601059,-0.348829793628848,0.42595725062862,0.514,0.486
"py","BHGR",-0.121600964324743,-0.386929619281923,0.123089839288597,0.2115,0.7885
"py","BRBL",0.0331241696072599,-0.41569375248902,0.499266405320037,0.5515,0.4485
"py","BRCR",0.0707955877125253,-0.291607246385156,0.375442822951216,0.6375,0.3625
"py","BRSP",0.184795351836903,-0.315433314534725,0.648759977165293,0.732,0.268
"py","BTPI",-0.194304556119399,-0.69276577407049,0.216440908754113,0.2435,0.7565
"py","BTYW",-0.182347703048415,-0.5096362945265,0.147030593075817,0.184,0.816
"py","BUOR",-0.0554807245804429,-0.47166430588828,0.448729546475496,0.4095,0.5905
"py","BUSH",-0.0848095496458456,-0.499832706476905,0.307599572809791,0.363,0.637
"py","CAFI",-0.234005476693578,-0.539138758185476,0.0444611507421927,0.0865,0.9135
"py","CAHU",-0.00702633654253055,-0.446481333352591,0.378049890815467,0.492,0.508
"py","CANW",-0.108799835067227,-0.580739834563587,0.327657087860801,0.3465,0.6535
"py","CAQU",0.0885901726452924,-0.311233136060287,0.547443575834007,0.6325,0.3675
"py","CAVI",-0.283089276725734,-0.661729897591817,0.0945451367817106,0.1005,0.8995
"py","CBCH",0.0548663671620491,-0.377510369071265,0.505967949319481,0.574,0.426
"py","CHSP",0.139510537477695,-0.220504483502773,0.497861763973882,0.736,0.264
"py","DEJU",0.0313106184655615,-0.303443199695548,0.339878460223243,0.5745,0.4255
"py","DOWO",-0.0154498368049459,-0.433744863974866,0.465291789313887,0.473,0.527
"py","DUFL",0.20354496415522,-0.0862415182572223,0.47204720978847,0.886,0.114
"py","EUST",-0.0988694716690753,-0.572528025224563,0.366800519485515,0.3545,0.6455
"py","EVGR",-0.0608249590014434,-0.469390530290017,0.337293713788919,0.3935,0.6065
"py","FOSP",0.266669407803981,-0.0222152999516056,0.605349182735835,0.922,0.078
"py","GCKI",0.200742299180719,-0.16564407693771,0.576945482457499,0.825,0.175
"py","GRFL",0.136511354565987,-0.30678169896395,0.583560346992559,0.6925,0.3075
"py","GTTO",0.51013077442781,0.153147114205531,0.929333919310063,0.99,0.01
"py","HAFL",-0.0178772943484526,-0.44068413436327,0.390492198521796,0.472,0.528
"py","HAWO",-0.0778906298531449,-0.351561529700573,0.169783660150258,0.3265,0.6735
"py","HETH",-0.132457599091824,-0.54310334014714,0.31851763392348,0.3005,0.6995
"py","HEWA",0.0213521087547837,-0.32388573183071,0.331453004719812,0.5365,0.4635
"py","HOFI",-0.305685375098242,-0.698590525426053,0.0978081635587409,0.094,0.906
"py","HOWR",0.20982527067163,-0.0989457848056699,0.527925208533275,0.8535,0.1465
"py","HUVI",-0.0406565968263606,-0.432665151036037,0.347734992021182,0.4375,0.5625
"py","LAGO",-0.190062249032349,-0.484201830511073,0.128322942185653,0.153,0.847
"py","LASP",-0.0362481524089373,-0.490161337294569,0.465202330168194,0.436,0.564
"py","LAZB",-0.176805335419389,-0.430216362712906,0.0561709822075579,0.122,0.878
"py","LEGO",-0.308360342946374,-0.639183910663655,0.0444366490888989,0.0585,0.9415
"py","LEWO",-0.00575851347735417,-0.446591088346477,0.447885870684887,0.483,0.517
"py","LISP",0.0106982353234647,-0.423484282837573,0.424501267221515,0.5125,0.4875
"py","MGWA",0.143094781803988,-0.186329243104667,0.480965719948386,0.757,0.243
"py","MOBL",-0.260613762492773,-0.57576559116812,0.0812466427509905,0.098,0.902
"py","MOCH",-0.138967178394088,-0.444319371042422,0.200210753162872,0.2375,0.7625
"py","MODO",-0.144868293868589,-0.481708816915794,0.218109101994875,0.2465,0.7535
"py","MOUQ",-0.21839431190338,-0.585394030674965,0.176112570138607,0.177,0.823
"py","NAWA",0.119698892517675,-0.196054255178396,0.461122420995306,0.7265,0.2735
"py","NOFL",-0.221164587063248,-0.522958569894832,0.060891783102337,0.091,0.909
"py","NUWO",0.0288718249273968,-0.39498482514015,0.454983346448401,0.5285,0.4715
"py","OSFL",-0.210473630744278,-0.549650866772227,0.133798737439433,0.151,0.849
"py","PAWR",0.0681150231655312,-0.369219048517715,0.515466164490818,0.598,0.402
"py","PIGR",-0.12910915089974,-0.61421767393753,0.376579891391927,0.3335,0.6665
"py","PISI",0.117457118119368,-0.227529272783809,0.528964087855843,0.694,0.306
"py","PIWO",-0.176101095124976,-0.668755019771229,0.307606598992009,0.2765,0.7235
"py","PSFL",-0.0593315996765322,-0.414036504371445,0.374804567724624,0.4085,0.5915
"py","PUFI",-0.17751845301163,-0.573129413477265,0.250379717975478,0.254,0.746
"py","PYNU",-0.455114620484999,-0.846082006720115,-0.0508851850955008,0.0225,0.9775
"py","RBNU",-0.0654702439525362,-0.385073194263331,0.251432694615529,0.371,0.629
"py","RBSA",0.0662713724290464,-0.325298456023084,0.51064582804561,0.604,0.396
"py","RCSP",-0.112398279878883,-0.599334747553815,0.397231965238038,0.3545,0.6455
"py","RECR",-0.084511283643689,-0.591642849975555,0.295185769996741,0.3745,0.6255
"py","ROWR",-0.143484152074162,-0.560722904914657,0.342369199796231,0.295,0.705
"py","SOGR",0.10718205443372,-0.329913843814129,0.588760645011527,0.6295,0.3705
"py","SOSP",0.201187849412833,-0.277484526760744,0.648146633402616,0.752,0.248
"py","SPTO",-0.480897211185958,-0.821698100792733,-0.15075635641783,0.006,0.994
"py","STJA",-0.261067927946274,-0.605076518111588,0.127428948641907,0.127,0.873
"py","TOSO",0.00110571454576358,-0.390745518433631,0.407953022034172,0.493,0.507
"py","VASW",-0.0863366431081984,-0.582938903650543,0.377489692215551,0.395,0.605
"py","WAVI",-0.26428655569417,-0.662483072973398,0.11597734624811,0.123,0.877
"py","WBNU",-0.116167431518373,-0.459471147083122,0.230966687355236,0.2795,0.7205
"py","WEBL",-0.184995729112454,-0.545362475610013,0.102172541690634,0.1725,0.8275
"py","WESJ",-0.0172018213874761,-0.377654815462475,0.33966032692967,0.478,0.522
"py","WETA",-0.206536031540102,-0.613459386770204,0.201158766591869,0.192,0.808
"py","WEWP",-0.165189458784261,-0.464033844982196,0.184962268930907,0.196,0.804
"py","WHWO",-0.150202337692261,-0.461264366786777,0.174723284584451,0.2275,0.7725
"py","WIWA",0.188576693135395,-0.199530190894674,0.642695033975914,0.78,0.22
"py","WREN",-0.2118634842419,-0.610249610855105,0.165036023619597,0.174,0.826
"py","YEWA",0.310725802021549,-0.0695676984675678,0.717013471328539,0.9055,0.0945
"py","YRWA",0.0879347055496981,-0.304536140087456,0.454551738351361,0.639,0.361
"py","CALT",-0.0573632124347514,-0.483816451187278,0.362860419138234,0.4095,0.5905
"py","CLNU",0.0703456969209293,-0.367936979185015,0.577444265703098,0.599,0.401
"py","RWBL",-0.096190606317422,-0.541514199288151,0.401137271389343,0.371,0.629
"py","WISA",0.08695651927247,-0.337044662808499,0.550554206406563,0.6135,0.3865
"py","BESP",-0.0489813767204097,-0.551534676163549,0.395552960384084,0.44,0.56
"py","AMGO",-0.0207463765777272,-0.481441094879,0.468650170763879,0.4605,0.5395
"py","OATI",-0.19234359157303,-0.606497834536403,0.192152372442043,0.2115,0.7885
"py","VESP",-0.0373113603460085,-0.509738474485769,0.393996961504325,0.449,0.551
"py","YBCH",-0.0508748426345168,-0.593169544462429,0.396673943760242,0.429,0.571
"py","MWCS",-0.0444653708664453,-0.490255927371073,0.468063505616975,0.43,0.57
"lat","ACWO",-2.23114033315507,-3.06945387913774,-1.32888252356811,0,1
"lat","AMRO",-0.163064514505302,-0.977050279652713,0.54866349465829,0.358,0.642
"lat","ANHU",-1.23875418828478,-2.00873436231534,-0.474401862775256,0.0035,0.9965
"lat","ATFL",-0.884179891932495,-2.09599650365427,0.17929895804284,0.094,0.906
"lat","BBWO",0.973397570427674,0.105949337105325,1.8941903811588,0.954,0.046
